@RELATION E:\presentation\ThesisData-master\ThesisData-master\models\0.9_0.6_0.06_0.02\svm
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {tremoulo1,tremoulo2,kalopismos,2xordes,sigxordia}

@DATA
0.048948,0.036800,3.003707,0.128725,0.160419,0.422324,0.004215,0.072870,-24.766785,0.800286,-1.104683,-0.881130,0.410208,0.441086,0.485841,-0.695613,-0.783543,0.415106,0.639158,-0.538385,0.027447,0.000370,0.000565,0.000353,0.000769,0.001193,0.002964,0.115458,0.010478,0.080401,0.003510,0.000948,0.000327,0.049261,0.013625,0.025464,0.346110,0.016849,0.021549,0.242700,0.002912,0.040602,1.224654,0.419296,0.433547,0.256320,0.252225,0.309595,0.319169,0.233607,0.282152,0.230198,0.232553,0.193868,0.140029,0.000477,0.000528,0.000453,0.000877,0.001498,0.003549,0.078669,0.009251,0.077860,0.004066,0.001076,0.000382,0.019146,kalopismos
0.031363,0.036681,3.040836,0.099350,0.155033,0.174821,0.003593,0.043362,-23.466686,2.310776,-0.084597,0.132468,-0.044816,-0.278808,0.029208,-0.142226,-0.592404,0.391907,0.209257,-0.087242,-0.312530,0.025612,0.004662,0.001751,0.010287,0.002938,0.021116,0.005737,0.011981,0.017531,0.088972,0.050261,0.005522,0.032918,0.007548,0.026898,0.427075,0.019883,0.024859,0.102723,0.002238,0.011489,1.186029,0.284547,0.531955,0.279789,0.223796,0.201854,0.215306,0.221232,0.221885,0.192518,0.183125,0.247927,0.204412,0.033092,0.005201,0.001484,0.007703,0.002919,0.023146,0.008050,0.010078,0.012930,0.063962,0.028961,0.007161,0.010868,kalopismos
0.048971,0.031206,3.061584,0.128506,0.164382,0.358292,0.004976,0.067795,-25.046367,0.948610,-1.329587,-0.625477,-0.037037,0.205614,0.890089,-0.107851,-1.076199,-0.038484,0.701148,-0.093028,-0.211473,0.000502,0.000651,0.000479,0.001107,0.002852,0.085564,0.079011,0.003678,0.000735,0.001067,0.000603,0.000277,0.041354,0.016698,0.023275,0.320431,0.021634,0.025182,0.223916,0.004760,0.033002,1.339630,0.477673,0.443569,0.332519,0.305580,0.371033,0.305292,0.225693,0.217155,0.200547,0.228386,0.165277,0.161423,0.000484,0.000692,0.000561,0.001212,0.003100,0.057870,0.097348,0.004082,0.000723,0.001019,0.000668,0.000328,0.016109,kalopismos
0.084692,0.045533,3.080449,0.153543,0.158063,0.947358,0.001856,0.146665,-23.135941,0.573887,-0.336422,-0.366645,-0.121243,-0.778944,0.083830,0.874098,0.424207,-0.770059,-0.402286,-0.003403,0.002530,0.003033,0.053141,0.009644,0.030334,0.002157,0.002124,0.001894,0.003224,0.001803,0.006025,0.003000,0.001523,0.020070,0.016428,0.026703,0.319364,0.016313,0.016423,0.260552,0.001050,0.041285,0.870178,0.621074,0.403271,0.248296,0.343810,0.269762,0.461234,0.305303,0.361348,0.263758,0.251822,0.238738,0.164624,0.003540,0.038206,0.009214,0.039568,0.002637,0.003436,0.003035,0.003728,0.002374,0.007655,0.004224,0.002577,0.010276,kalopismos
0.052476,0.027258,3.039000,0.121674,0.158986,0.351077,0.002512,0.059802,-25.096075,1.221483,-0.815508,-0.046647,-0.042849,-0.835165,-0.447052,-0.101333,0.518249,0.648495,0.074406,-0.908090,-0.012874,0.012530,0.003617,0.001137,0.002733,0.002295,0.018412,0.002665,0.004039,0.001671,0.005603,0.140978,0.018054,0.039774,0.011222,0.026603,0.408009,0.017893,0.021672,0.160686,0.001731,0.014775,1.417449,0.480526,0.442818,0.279139,0.267286,0.333754,0.313801,0.320528,0.254315,0.213194,0.225171,0.187356,0.165316,0.017294,0.003254,0.001572,0.002954,0.002887,0.008645,0.003445,0.004240,0.002165,0.006391,0.067032,0.013120,0.017299,kalopismos
0.065356,0.024994,2.989315,0.126903,0.156955,0.485238,0.002462,0.076153,-25.030452,1.000463,-0.794754,0.033227,0.025822,-0.920409,-0.489523,-0.040593,0.515728,0.653902,0.089849,-0.873252,-0.061291,0.011929,0.002701,0.000920,0.002031,0.001747,0.022128,0.002242,0.003295,0.001935,0.005489,0.117404,0.015412,0.033261,0.011103,0.027484,0.476265,0.018353,0.021503,0.208280,0.001492,0.028080,1.537857,0.533368,0.366908,0.304917,0.289926,0.297632,0.267544,0.392350,0.252082,0.214916,0.221075,0.168959,0.164593,0.016506,0.002978,0.001618,0.003133,0.002414,0.011015,0.003096,0.003546,0.002924,0.006359,0.064132,0.009794,0.016345,kalopismos
0.044684,0.025241,3.181103,0.120169,0.162283,0.313763,0.002749,0.056795,-24.672405,1.677859,-0.800022,-0.491883,0.108231,-0.122087,-0.826444,-0.506659,-0.549023,0.366037,0.856641,0.342770,-0.357842,0.000612,0.000841,0.002967,0.011957,0.001476,0.003067,0.005647,0.063682,0.088820,0.013326,0.001551,0.000586,0.032089,0.009487,0.019950,0.187916,0.020641,0.024723,0.118780,0.001743,0.022707,1.084681,0.405634,0.331069,0.375181,0.340403,0.274499,0.253413,0.248535,0.258960,0.212567,0.204243,0.184334,0.184367,0.000528,0.000665,0.002976,0.013567,0.001517,0.003726,0.004874,0.034007,0.038900,0.014951,0.001022,0.000412,0.006982,kalopismos
0.056898,0.022261,3.135381,0.129388,0.156803,0.461601,0.002642,0.080466,-24.489200,1.361909,-0.480547,-0.051192,-0.148244,0.102830,-0.380327,-0.306283,-1.160740,-0.120909,0.625199,0.345116,0.157281,0.003571,0.001373,0.002064,0.003163,0.006729,0.076908,0.031098,0.047806,0.008396,0.003432,0.001350,0.000413,0.032000,0.015958,0.021718,0.274427,0.014491,0.018274,0.181292,0.001987,0.027897,1.097554,0.503543,0.412096,0.295359,0.302410,0.359409,0.229329,0.358117,0.306104,0.258167,0.251933,0.236274,0.296457,0.003481,0.001699,0.002151,0.003963,0.008131,0.056539,0.027339,0.053163,0.010309,0.002688,0.001242,0.000342,0.010255,kalopismos
0.034562,0.033171,2.958251,0.109807,0.159199,0.236620,0.003520,0.057855,-23.995836,1.817425,-0.015548,-0.158135,-0.305567,-0.391271,0.095878,-0.344546,-0.913590,-0.762466,-0.208988,0.138918,0.415893,0.001661,0.003064,0.005349,0.033493,0.137983,0.048124,0.006834,0.003365,0.001107,0.002006,0.006197,0.001394,0.041269,0.009020,0.025100,0.418100,0.021138,0.026788,0.151914,0.002477,0.026072,1.131294,0.379336,0.379778,0.236480,0.298995,0.261263,0.258268,0.193084,0.249352,0.182048,0.206134,0.333187,0.199004,0.001903,0.003169,0.005625,0.023892,0.045855,0.040155,0.004887,0.002177,0.000980,0.001512,0.004587,0.001427,0.010817,kalopismos
0.023536,0.050371,3.133521,0.099399,0.160050,0.127758,0.004316,0.028756,-23.239854,2.490699,0.094891,0.126209,-0.073404,-0.200089,0.033153,0.038009,-0.445937,0.160146,0.168388,-0.031285,-0.129837,0.004012,0.002867,0.004462,0.009299,0.002176,0.005978,0.004472,0.028074,0.044359,0.132117,0.027472,0.000638,0.039108,0.005617,0.034552,0.259738,0.019116,0.025522,0.072222,0.002888,0.006981,0.933027,0.269438,0.269875,0.213682,0.201055,0.245326,0.224110,0.194986,0.234196,0.200549,0.156466,0.183333,0.176163,0.003234,0.002000,0.002779,0.005928,0.002441,0.005310,0.006925,0.020177,0.023855,0.050104,0.024166,0.000540,0.010733,kalopismos
0.037154,0.032370,2.967209,0.107757,0.155457,0.231133,0.003778,0.062647,-24.033746,1.782523,-0.102167,-0.113276,-0.336290,-0.322915,0.148752,-0.274341,-0.932321,-0.798490,-0.170281,0.079715,0.467849,0.001554,0.003245,0.005660,0.038795,0.138139,0.033779,0.005394,0.003308,0.000986,0.001925,0.006714,0.000961,0.040291,0.007980,0.026300,0.455675,0.023259,0.028502,0.147937,0.002829,0.028186,1.233500,0.360275,0.480994,0.256982,0.290390,0.286654,0.288034,0.198213,0.249518,0.180291,0.191925,0.352751,0.213778,0.002049,0.003482,0.006609,0.028380,0.043514,0.028470,0.004165,0.002479,0.001063,0.001894,0.005003,0.001041,0.010160,kalopismos
0.073314,0.017534,3.062726,0.138222,0.155251,0.664088,0.002353,0.119171,-24.950427,1.247751,-0.278500,0.477161,-0.614262,-0.610733,-0.362590,-0.240408,-0.600256,-0.022271,0.168179,-0.277742,-0.054980,0.014162,0.017106,0.004512,0.008623,0.025738,0.035815,0.021359,0.012676,0.013781,0.005851,0.002670,0.002386,0.023703,0.022610,0.017660,0.304442,0.026496,0.017665,0.315864,0.001630,0.057917,1.091710,0.515197,0.341694,0.390862,0.392183,0.265504,0.359092,0.339145,0.349046,0.351364,0.249337,0.335857,0.229750,0.014384,0.016124,0.004605,0.009633,0.035233,0.033577,0.024652,0.010466,0.017549,0.007804,0.002810,0.002485,0.010435,kalopismos
0.034792,0.031214,3.086086,0.110646,0.159038,0.221510,0.003134,0.049555,-23.772128,2.002235,-0.238264,0.142768,-0.083805,0.064274,-0.273689,-0.086788,-0.501801,-0.021160,0.099971,-0.225744,-0.300305,0.011983,0.011365,0.011570,0.023900,0.020907,0.008436,0.003626,0.025462,0.030545,0.070862,0.019568,0.005650,0.036906,0.010238,0.021698,0.301380,0.022298,0.026175,0.159638,0.002408,0.026547,1.079441,0.494364,0.344524,0.298742,0.282172,0.322621,0.260823,0.282881,0.243368,0.292085,0.328634,0.214385,0.276834,0.015041,0.020450,0.013248,0.023841,0.027478,0.009504,0.004294,0.017824,0.038856,0.048273,0.017527,0.008040,0.013196,kalopismos
0.046057,0.018865,2.970669,0.118122,0.163117,0.182986,0.004738,0.055356,-26.042000,1.445459,-1.216772,-0.034087,0.053026,0.490861,-0.274437,-0.831277,-0.479952,0.453586,0.113566,-0.393330,0.032135,0.002760,0.001295,0.001210,0.004534,0.002860,0.030985,0.004390,0.017799,0.076273,0.009313,0.032021,0.000841,0.037770,0.010478,0.019594,0.453052,0.019695,0.022094,0.104435,0.004771,0.016209,1.532348,0.547584,0.411952,0.313472,0.400314,0.410932,0.350610,0.307278,0.383796,0.292507,0.245138,0.250368,0.203215,0.008077,0.001857,0.001777,0.006859,0.003520,0.021132,0.004932,0.020280,0.069303,0.012578,0.037033,0.001156,0.018402,kalopismos
0.069467,0.023176,3.008837,0.134543,0.158100,0.594268,0.002533,0.100627,-24.751694,1.287079,-0.385176,0.361469,-0.488250,-0.535240,-0.454320,-0.285274,-0.290989,0.345375,0.287860,-0.292829,-0.043256,0.012783,0.008252,0.005662,0.008002,0.008941,0.029844,0.024086,0.018853,0.020049,0.015734,0.010663,0.008571,0.022090,0.024347,0.023415,0.373159,0.023791,0.018362,0.357849,0.001642,0.054224,1.145311,0.571952,0.411775,0.426747,0.363948,0.300980,0.285322,0.417893,0.308395,0.323742,0.328767,0.383724,0.288133,0.014441,0.011203,0.006899,0.010062,0.010864,0.027881,0.024399,0.018926,0.022287,0.017936,0.011054,0.011769,0.009964,kalopismos
0.043808,0.016192,3.120349,0.109264,0.153480,0.351486,0.002459,0.071623,-24.916102,1.695470,-0.273424,0.156044,-0.124419,-0.100351,-0.355963,-0.020000,-0.439398,-0.112144,0.042992,-0.286323,-0.583182,0.018618,0.042471,0.012271,0.022597,0.012340,0.018151,0.033686,0.012606,0.012238,0.018086,0.005040,0.002592,0.027887,0.009017,0.013096,0.226727,0.016089,0.020341,0.129665,0.001554,0.016576,1.022522,0.351949,0.322828,0.317337,0.224790,0.215584,0.230331,0.265910,0.239566,0.180486,0.270547,0.270790,0.380844,0.011302,0.034485,0.010431,0.030139,0.007603,0.019022,0.032908,0.010824,0.014886,0.009056,0.004794,0.002951,0.010854,kalopismos
0.046908,0.025942,3.015458,0.113282,0.161283,0.150332,0.003500,0.055278,-25.386817,1.575042,-1.368030,0.115949,-0.523186,-0.071308,0.527100,-0.288798,-1.261853,-0.281771,0.661781,0.029394,-0.203602,0.001127,0.001276,0.001755,0.003698,0.004969,0.123604,0.023085,0.003834,0.001461,0.002294,0.001330,0.000478,0.036144,0.008801,0.028134,0.436340,0.015728,0.021741,0.072618,0.003181,0.005842,1.572585,0.528099,0.505884,0.315392,0.317105,0.402150,0.343834,0.253370,0.236071,0.167952,0.184822,0.143672,0.140919,0.002203,0.002125,0.002694,0.004413,0.005246,0.053934,0.034996,0.004978,0.002071,0.003584,0.003156,0.000749,0.012944,kalopismos
0.070216,0.026873,3.082552,0.135888,0.158955,0.548840,0.002004,0.108031,-23.927192,1.135483,-0.345144,0.128096,-0.729479,-0.662412,-0.226913,-0.449012,-0.500325,0.064067,0.341651,-0.199388,0.077404,0.004840,0.004420,0.001793,0.004402,0.006811,0.064689,0.043711,0.006406,0.001891,0.003727,0.020707,0.015010,0.024941,0.015975,0.018761,0.296491,0.017159,0.017376,0.184546,0.001167,0.033054,0.741578,0.405946,0.336596,0.266852,0.224208,0.260824,0.299653,0.275520,0.304398,0.335944,0.247255,0.346885,0.253797,0.001862,0.004910,0.002012,0.004541,0.007336,0.032758,0.038457,0.008641,0.002414,0.002925,0.018022,0.016191,0.010338,kalopismos
0.049700,0.041876,2.990718,0.107205,0.149802,0.268494,0.003383,0.054040,-23.878526,1.427400,-1.208404,0.157396,0.072770,-0.465878,-0.805688,-0.325133,-0.101816,0.731267,0.417145,-0.544375,-0.387081,0.001469,0.001647,0.001516,0.003330,0.017691,0.010018,0.003210,0.003326,0.004445,0.069062,0.022026,0.007227,0.021982,0.008676,0.034874,0.410906,0.016749,0.022738,0.099040,0.002296,0.006937,1.388338,0.505382,0.352772,0.377131,0.341104,0.243042,0.319253,0.288286,0.342628,0.273022,0.144276,0.181014,0.141847,0.001888,0.002289,0.002161,0.004579,0.011423,0.009930,0.004198,0.003909,0.004762,0.045672,0.022535,0.009755,0.009979,kalopismos
0.036609,0.032520,2.999613,0.109758,0.167234,0.125884,0.004125,0.044442,-24.755666,1.976520,-0.656314,0.012842,-0.364222,-0.508225,-0.261403,-0.595874,-1.153003,-0.290642,0.521932,0.313104,0.388678,0.007922,0.001546,0.002348,0.004888,0.010736,0.089066,0.118278,0.012086,0.006965,0.001839,0.001085,0.000397,0.041644,0.013831,0.032878,0.393920,0.018757,0.025220,0.071935,0.003501,0.014083,1.404377,0.559030,0.476415,0.351813,0.342142,0.290123,0.257728,0.237607,0.207379,0.232464,0.207982,0.191766,0.220852,0.009556,0.002296,0.003718,0.006203,0.010965,0.038492,0.054434,0.014403,0.011241,0.001949,0.000960,0.000379,0.010046,kalopismos
0.054832,0.021595,2.887229,0.121634,0.154959,0.348717,0.002701,0.067208,-24.219689,1.711948,-0.412046,0.300628,-0.457482,-0.607700,-0.573325,-0.404797,-0.396602,0.355708,0.417364,-0.401829,-0.218695,0.003485,0.008255,0.003102,0.011701,0.011131,0.042761,0.031184,0.007440,0.019881,0.015379,0.023347,0.016352,0.023203,0.014594,0.016319,0.497866,0.017171,0.018419,0.149292,0.001675,0.022663,0.974941,0.408134,0.301847,0.333393,0.245208,0.354271,0.251622,0.264719,0.405102,0.387208,0.259049,0.360079,0.297966,0.003607,0.012063,0.005145,0.012911,0.011172,0.030552,0.034961,0.006565,0.024542,0.009040,0.019796,0.020087,0.011278,kalopismos
0.021496,0.052283,3.198764,0.097077,0.155930,0.119669,0.004520,0.028888,-23.379820,2.461694,-0.044084,0.284499,-0.168611,0.160152,-0.033272,0.090170,-0.342837,0.130182,0.212070,-0.021849,-0.221835,0.002440,0.001948,0.003278,0.006819,0.001727,0.004940,0.003226,0.030986,0.041225,0.156962,0.016400,0.000559,0.045970,0.007041,0.028925,0.150923,0.021717,0.024173,0.103324,0.003706,0.010023,1.069737,0.415342,0.379841,0.272858,0.246670,0.228301,0.250041,0.229243,0.233966,0.193820,0.189391,0.186646,0.152193,0.002290,0.001427,0.002425,0.006178,0.002101,0.004493,0.004420,0.023406,0.023523,0.060157,0.023421,0.000384,0.013224,kalopismos
0.031771,0.035324,3.029140,0.103067,0.154144,0.138795,0.004532,0.043425,-24.688840,1.627323,-0.872877,-0.107789,-0.262980,-0.507091,-0.642374,-0.970638,-0.381243,0.382782,0.742011,0.412108,-0.373667,0.000631,0.000866,0.005601,0.007267,0.002772,0.004699,0.007613,0.022875,0.122616,0.018581,0.001516,0.000753,0.035067,0.007614,0.029753,0.432054,0.017834,0.026179,0.065006,0.003555,0.012632,1.133754,0.512466,0.479506,0.325199,0.334426,0.257911,0.339085,0.320113,0.261654,0.212019,0.218313,0.301666,0.178822,0.001001,0.001224,0.004096,0.008992,0.003806,0.007010,0.011153,0.019524,0.043629,0.024688,0.001844,0.000623,0.010600,kalopismos
0.030145,0.040616,3.217380,0.112221,0.163741,0.167691,0.002596,0.034672,-23.469486,2.262351,-0.055711,0.553200,0.246748,0.157677,-0.251184,0.052893,-0.096372,0.162641,0.020245,-0.164982,-0.279232,0.007116,0.007555,0.001248,0.005270,0.004159,0.021161,0.035029,0.135697,0.001373,0.064636,0.005501,0.000398,0.042700,0.013321,0.016364,0.100110,0.019117,0.022759,0.087308,0.001617,0.013565,0.962916,0.455271,0.362430,0.238425,0.182246,0.237515,0.237549,0.202477,0.222296,0.205749,0.213562,0.182864,0.171810,0.004254,0.004591,0.000840,0.003211,0.005011,0.016533,0.022078,0.052642,0.001086,0.032096,0.003780,0.000319,0.009379,kalopismos
0.049991,0.018577,3.016236,0.112438,0.150617,0.323165,0.002698,0.059361,-24.984826,1.482172,-0.600194,0.042312,-0.497827,-1.095135,-0.340637,-0.192337,0.299666,0.728305,-0.016308,-0.637117,-0.266422,0.011559,0.005702,0.001743,0.002946,0.003516,0.067587,0.003689,0.004224,0.002306,0.005500,0.048720,0.047197,0.027906,0.006968,0.013511,0.390081,0.018327,0.025515,0.101378,0.001679,0.010294,1.095874,0.309310,0.320496,0.325650,0.323799,0.319195,0.272211,0.320356,0.310072,0.200486,0.184592,0.177298,0.158675,0.017986,0.007759,0.001966,0.002773,0.003857,0.041036,0.004692,0.003972,0.002594,0.004040,0.023826,0.019571,0.008945,kalopismos
0.043103,0.019273,3.029059,0.108911,0.157725,0.246006,0.003194,0.057368,-25.231346,1.595991,-0.709078,-0.380999,-0.586217,-1.029179,-0.391738,-0.154705,0.339634,0.870112,-0.032736,-0.507487,-0.286611,0.004651,0.001780,0.001144,0.002223,0.001984,0.034340,0.004351,0.002789,0.002550,0.006257,0.054795,0.081905,0.028585,0.008023,0.017700,0.429643,0.020947,0.027123,0.108677,0.002288,0.010436,1.289371,0.495629,0.361990,0.373043,0.392323,0.323582,0.322431,0.310558,0.296470,0.216500,0.208735,0.194621,0.182536,0.005402,0.001415,0.001257,0.002520,0.002411,0.022715,0.005099,0.003409,0.003254,0.006720,0.023687,0.036781,0.008268,kalopismos
0.073653,0.013432,2.892908,0.130241,0.150251,0.434433,0.002519,0.099643,-25.242896,0.853325,-0.600077,0.187674,-0.643697,0.225833,0.267642,0.788847,-0.646389,-0.774815,0.146884,-0.013570,0.041674,0.000945,0.000937,0.003000,0.055113,0.013588,0.002275,0.001275,0.003795,0.000430,0.003303,0.002821,0.000624,0.016090,0.013897,0.011578,0.360780,0.018383,0.026677,0.122383,0.001564,0.024140,0.643448,0.245038,0.279806,0.217802,0.173806,0.295769,0.313694,0.170421,0.226034,0.161342,0.108852,0.109376,0.177528,0.000722,0.000739,0.002287,0.024855,0.017709,0.001390,0.001001,0.002584,0.000463,0.002240,0.001329,0.000409,0.006347,kalopismos
0.022056,0.060842,3.180987,0.107757,0.169978,0.135759,0.003390,0.025825,-23.112293,2.625643,0.189559,0.585054,0.094615,0.250283,-0.234057,0.218192,-0.162549,0.130915,-0.029136,-0.029124,-0.223681,0.003356,0.006114,0.002055,0.007443,0.002739,0.012939,0.014464,0.137091,0.006245,0.079118,0.014703,0.000321,0.043980,0.009811,0.030431,0.167881,0.020124,0.025487,0.090284,0.002788,0.010732,0.874799,0.322170,0.244187,0.225448,0.199293,0.261402,0.257683,0.167357,0.177062,0.166011,0.163416,0.170595,0.193101,0.002004,0.002880,0.001602,0.003995,0.003009,0.006813,0.013882,0.045108,0.007802,0.049786,0.010092,0.000299,0.009036,kalopismos
0.054979,0.025445,2.993060,0.112305,0.150779,0.356255,0.003657,0.069841,-24.455454,1.520439,-0.719068,0.254180,-0.446249,-0.490311,-0.789803,-0.229933,-0.047466,0.531669,0.237988,-0.510041,-0.191402,0.012150,0.006748,0.002533,0.007537,0.010196,0.012906,0.005805,0.006091,0.032512,0.036438,0.021529,0.011509,0.023877,0.011295,0.019062,0.407647,0.018544,0.022577,0.173075,0.002677,0.015837,1.168471,0.456678,0.426840,0.354331,0.337724,0.288949,0.320556,0.326823,0.361903,0.283981,0.263327,0.198319,0.192986,0.012384,0.007331,0.002971,0.007211,0.011216,0.014309,0.007326,0.005095,0.029779,0.025891,0.020928,0.013177,0.009908,kalopismos
0.042831,0.017069,2.906524,0.108813,0.152214,0.301214,0.004001,0.063155,-24.688998,1.446833,-0.287660,0.187250,-0.061331,-0.412053,-0.229354,-0.218951,-0.865510,-0.510044,-0.142251,0.167537,0.245425,0.002500,0.003786,0.005080,0.046235,0.056321,0.038281,0.037797,0.017540,0.004419,0.003868,0.006536,0.000533,0.033410,0.016619,0.014681,0.445562,0.021790,0.026069,0.187905,0.003133,0.028216,1.213039,0.622948,0.301206,0.285437,0.346299,0.283427,0.208930,0.257805,0.233165,0.235736,0.263365,0.302191,0.246162,0.002990,0.004342,0.005449,0.031932,0.037511,0.038838,0.029942,0.015159,0.007014,0.003460,0.004226,0.000420,0.010562,kalopismos
0.069610,0.023869,2.836354,0.134892,0.161153,0.586268,0.004007,0.108798,-26.289533,0.924633,-0.817721,0.147904,0.304122,0.521299,-0.929041,-0.874579,0.400416,0.333553,-0.404161,-0.034815,-0.111692,0.006729,0.001632,0.001201,0.005441,0.002286,0.002865,0.003295,0.004257,0.005310,0.050664,0.041394,0.009916,0.024204,0.025348,0.035396,0.551546,0.024788,0.021990,0.367127,0.002865,0.058403,1.766414,0.583346,0.416510,0.432194,0.328593,0.294786,0.313455,0.419160,0.373747,0.381670,0.265864,0.232476,0.252762,0.011928,0.002342,0.001672,0.007235,0.002605,0.003612,0.004218,0.004343,0.006183,0.045444,0.046111,0.014553,0.013155,kalopismos
0.057693,0.026392,2.991745,0.126919,0.160633,0.424409,0.002755,0.074492,-24.656040,1.463217,-0.528062,-0.141512,-0.604456,-0.807228,0.062945,0.207830,0.076970,-0.092071,0.002277,-0.189734,-0.053554,0.007719,0.008654,0.012980,0.023322,0.008698,0.025480,0.005896,0.008799,0.002478,0.006553,0.022616,0.032203,0.022970,0.016964,0.024397,0.363541,0.020020,0.019852,0.259959,0.001743,0.034146,1.214045,0.379900,0.455016,0.343568,0.239957,0.424002,0.393027,0.270734,0.251422,0.309519,0.315052,0.245675,0.224869,0.009257,0.009453,0.014921,0.021902,0.009641,0.025083,0.006522,0.009964,0.002774,0.005017,0.015918,0.016545,0.008257,kalopismos
0.056648,0.017355,3.054250,0.117410,0.159269,0.203353,0.002580,0.072932,-25.961748,0.694852,-1.297481,0.180150,-0.651325,0.155574,0.416459,-0.003685,-0.868728,-0.515779,0.583896,0.134896,-0.434551,0.000752,0.000680,0.000784,0.003716,0.060482,0.025228,0.002711,0.011700,0.007400,0.001981,0.000825,0.004246,0.025877,0.006876,0.018566,0.306689,0.017188,0.020911,0.099018,0.001590,0.009207,1.047953,0.442059,0.366546,0.301188,0.284408,0.353825,0.238789,0.345571,0.254040,0.332273,0.217448,0.207970,0.190073,0.000743,0.000702,0.000658,0.004165,0.027647,0.028051,0.002399,0.011865,0.015846,0.002697,0.001012,0.003611,0.007678,kalopismos
0.050180,0.021731,2.717983,0.122807,0.158290,0.316912,0.002720,0.065625,-23.986063,1.540272,-0.396671,0.195901,-0.677429,-0.822439,-0.550919,-0.236808,0.139038,0.537083,0.186568,-0.788507,-0.308319,0.022217,0.004366,0.002554,0.007463,0.006066,0.029744,0.009793,0.007798,0.005184,0.011736,0.034930,0.027748,0.016579,0.010479,0.017044,0.511209,0.017041,0.027498,0.096907,0.001653,0.014445,1.096684,0.318091,0.287166,0.243368,0.294856,0.311048,0.372023,0.419717,0.260469,0.207764,0.297713,0.157668,0.193352,0.025251,0.003902,0.001453,0.003919,0.004304,0.021442,0.006055,0.004373,0.005278,0.007569,0.013048,0.018962,0.005902,kalopismos
0.056867,0.028278,2.900104,0.129347,0.172039,0.323923,0.003738,0.074249,-24.701691,1.030122,-1.105533,0.342764,-0.462908,-0.057504,0.174252,-0.261123,-1.095980,-0.125889,0.554113,0.047507,-0.311432,0.001417,0.001377,0.001543,0.004881,0.021871,0.043002,0.006099,0.016464,0.011286,0.002972,0.001733,0.001174,0.020832,0.008500,0.021980,0.505443,0.022428,0.025435,0.181065,0.002740,0.016611,1.434960,0.539541,0.358261,0.404781,0.438498,0.396554,0.333044,0.384035,0.358400,0.401213,0.255664,0.311115,0.245815,0.002009,0.002030,0.002132,0.004835,0.025257,0.039264,0.006714,0.018054,0.023005,0.003756,0.002656,0.001416,0.008264,kalopismos
