@RELATION E:\presentation\ThesisData-master\ThesisData-master\models\0.9_0.6_0.06_0.02\svm
@ATTRIBUTE features1 NUMERIC
@ATTRIBUTE features2 NUMERIC
@ATTRIBUTE features3 NUMERIC
@ATTRIBUTE features4 NUMERIC
@ATTRIBUTE features5 NUMERIC
@ATTRIBUTE features6 NUMERIC
@ATTRIBUTE features7 NUMERIC
@ATTRIBUTE features8 NUMERIC
@ATTRIBUTE features9 NUMERIC
@ATTRIBUTE features10 NUMERIC
@ATTRIBUTE features11 NUMERIC
@ATTRIBUTE features12 NUMERIC
@ATTRIBUTE features13 NUMERIC
@ATTRIBUTE features14 NUMERIC
@ATTRIBUTE features15 NUMERIC
@ATTRIBUTE features16 NUMERIC
@ATTRIBUTE features17 NUMERIC
@ATTRIBUTE features18 NUMERIC
@ATTRIBUTE features19 NUMERIC
@ATTRIBUTE features20 NUMERIC
@ATTRIBUTE features21 NUMERIC
@ATTRIBUTE features22 NUMERIC
@ATTRIBUTE features23 NUMERIC
@ATTRIBUTE features24 NUMERIC
@ATTRIBUTE features25 NUMERIC
@ATTRIBUTE features26 NUMERIC
@ATTRIBUTE features27 NUMERIC
@ATTRIBUTE features28 NUMERIC
@ATTRIBUTE features29 NUMERIC
@ATTRIBUTE features30 NUMERIC
@ATTRIBUTE features31 NUMERIC
@ATTRIBUTE features32 NUMERIC
@ATTRIBUTE features33 NUMERIC
@ATTRIBUTE features34 NUMERIC
@ATTRIBUTE features35 NUMERIC
@ATTRIBUTE features36 NUMERIC
@ATTRIBUTE features37 NUMERIC
@ATTRIBUTE features38 NUMERIC
@ATTRIBUTE features39 NUMERIC
@ATTRIBUTE features40 NUMERIC
@ATTRIBUTE features41 NUMERIC
@ATTRIBUTE features42 NUMERIC
@ATTRIBUTE features43 NUMERIC
@ATTRIBUTE features44 NUMERIC
@ATTRIBUTE features45 NUMERIC
@ATTRIBUTE features46 NUMERIC
@ATTRIBUTE features47 NUMERIC
@ATTRIBUTE features48 NUMERIC
@ATTRIBUTE features49 NUMERIC
@ATTRIBUTE features50 NUMERIC
@ATTRIBUTE features51 NUMERIC
@ATTRIBUTE features52 NUMERIC
@ATTRIBUTE features53 NUMERIC
@ATTRIBUTE features54 NUMERIC
@ATTRIBUTE features55 NUMERIC
@ATTRIBUTE features56 NUMERIC
@ATTRIBUTE features57 NUMERIC
@ATTRIBUTE features58 NUMERIC
@ATTRIBUTE features59 NUMERIC
@ATTRIBUTE features60 NUMERIC
@ATTRIBUTE features61 NUMERIC
@ATTRIBUTE features62 NUMERIC
@ATTRIBUTE features63 NUMERIC
@ATTRIBUTE features64 NUMERIC
@ATTRIBUTE features65 NUMERIC
@ATTRIBUTE features66 NUMERIC
@ATTRIBUTE features67 NUMERIC
@ATTRIBUTE features68 NUMERIC
@ATTRIBUTE class {tremoulo1,tremoulo2,kalopismos,2xordes,sigxordia}

@DATA
0.071940,0.032629,3.186632,0.139338,0.161586,0.659702,0.001774,0.099914,-23.770758,0.871704,-1.118887,-0.323019,0.054925,0.127600,0.469106,-0.080681,-1.329515,0.377175,0.497276,-0.216260,-0.165940,0.000601,0.000900,0.000999,0.003452,0.040068,0.003172,0.003773,0.028266,0.003244,0.004365,0.001433,0.000436,0.014152,0.017729,0.019502,0.155459,0.020895,0.019023,0.253389,0.000933,0.036098,0.837096,0.445136,0.349330,0.321967,0.364000,0.303897,0.257094,0.262375,0.234924,0.226595,0.205982,0.191279,0.181680,0.000475,0.000721,0.000673,0.002226,0.025804,0.002165,0.002839,0.015066,0.002821,0.003592,0.000968,0.000329,0.005875,tremoulo2
0.064098,0.026276,3.111897,0.130327,0.157842,0.666431,0.002570,0.094806,-23.934384,0.917627,-1.106403,-0.442851,-0.137721,0.045008,0.430441,0.253384,-1.376355,-0.018652,0.528064,-0.069726,-0.165096,0.000596,0.000791,0.001172,0.004603,0.072127,0.004634,0.002510,0.011135,0.001670,0.002318,0.001144,0.000430,0.019670,0.013495,0.014099,0.234545,0.021410,0.020330,0.269414,0.001696,0.032625,0.903062,0.409631,0.315597,0.257932,0.268202,0.306443,0.271097,0.219228,0.229728,0.222144,0.172431,0.205151,0.175599,0.000457,0.000537,0.000983,0.003247,0.027260,0.003418,0.001554,0.006891,0.001353,0.001566,0.000773,0.000296,0.007338,tremoulo2
0.081295,0.027532,3.179526,0.143647,0.158172,0.816475,0.001884,0.116172,-24.335315,0.039182,-1.280537,-0.235065,-0.073526,0.163502,0.687747,0.138108,-1.333521,0.066104,0.457928,-0.122393,-0.106418,0.000358,0.000564,0.000713,0.002779,0.058495,0.002596,0.002139,0.016657,0.001003,0.001656,0.000981,0.000312,0.016935,0.019570,0.014908,0.166574,0.022214,0.019902,0.255752,0.001110,0.043952,0.839572,0.467819,0.409253,0.307966,0.464421,0.256658,0.280866,0.258469,0.160465,0.284252,0.163177,0.195823,0.199560,0.000243,0.000415,0.000501,0.001932,0.030610,0.002276,0.001509,0.011621,0.000625,0.001094,0.000671,0.000192,0.007599,tremoulo2
0.063873,0.028606,3.156396,0.131674,0.157587,0.516443,0.001913,0.090739,-23.993591,1.054955,-1.045656,-0.618243,-0.499677,-0.123027,0.829850,0.411409,-0.784351,-0.683105,0.572351,-0.004776,-0.108743,0.001282,0.001246,0.003153,0.093733,0.004724,0.004287,0.042337,0.002650,0.000808,0.002099,0.001240,0.000453,0.028989,0.014730,0.016570,0.174377,0.019419,0.019397,0.168110,0.000983,0.035113,0.931353,0.443599,0.344579,0.218604,0.271326,0.220690,0.219192,0.216328,0.230283,0.174119,0.175812,0.240754,0.181383,0.001495,0.000793,0.001987,0.036113,0.002847,0.004537,0.025352,0.001579,0.000684,0.001567,0.001081,0.000301,0.008644,tremoulo2
0.071644,0.040306,3.135713,0.142435,0.169702,0.508952,0.002355,0.088451,-24.058267,0.870878,-0.988935,-0.050305,-0.637033,-0.591451,1.012142,0.567806,-0.754584,-0.475991,0.085886,-0.009698,-0.170045,0.000877,0.001492,0.017986,0.003617,0.002442,0.055781,0.001782,0.001960,0.000616,0.002066,0.000945,0.000420,0.016318,0.020199,0.034149,0.164976,0.024434,0.021087,0.378955,0.001330,0.052243,1.020319,0.425760,0.478266,0.313395,0.295340,0.243021,0.277420,0.238880,0.220122,0.180737,0.196219,0.207734,0.174653,0.000600,0.001179,0.012977,0.003043,0.001685,0.027371,0.001153,0.001710,0.000592,0.001968,0.001184,0.000464,0.006633,tremoulo2
0.069066,0.032894,3.091881,0.132832,0.159565,0.427956,0.002522,0.082925,-24.717757,0.619961,-1.382297,-0.038284,0.130230,-0.073798,0.628786,-0.325567,-1.287911,0.494910,0.419451,-0.269855,-0.049899,0.000331,0.000425,0.000485,0.001215,0.002387,0.087582,0.003078,0.001691,0.024767,0.002859,0.000903,0.000287,0.026228,0.019579,0.030451,0.239740,0.021133,0.021603,0.293641,0.001588,0.054828,1.148228,0.480142,0.340150,0.452997,0.349178,0.286861,0.266454,0.238651,0.219534,0.230706,0.189178,0.222194,0.205073,0.000268,0.000298,0.000502,0.001151,0.002088,0.036105,0.002832,0.001247,0.025851,0.003054,0.000817,0.000336,0.008088,tremoulo2
0.059214,0.027119,3.227399,0.127165,0.156060,0.457093,0.001696,0.073852,-23.940365,1.023160,-0.927893,-0.076987,-0.169211,-0.957083,-0.681170,0.383020,0.273203,0.513386,-0.261546,-0.625482,-0.078174,0.001734,0.021021,0.001630,0.001326,0.001828,0.008324,0.001621,0.001712,0.001562,0.005156,0.087739,0.007917,0.025076,0.010540,0.015198,0.099893,0.014255,0.017626,0.189880,0.000881,0.024710,0.709797,0.353945,0.353938,0.296872,0.263887,0.262346,0.248369,0.222789,0.234525,0.252953,0.220572,0.170766,0.178712,0.001724,0.015362,0.001915,0.001042,0.001556,0.006431,0.001392,0.001280,0.001301,0.004180,0.044230,0.007460,0.011405,tremoulo2
0.057224,0.061539,3.167176,0.125709,0.159425,0.642351,0.002301,0.083772,-23.403055,1.309061,-1.107460,-0.973989,0.033268,0.270414,-0.356774,0.228047,0.023375,0.171136,-0.672692,-0.285380,0.079499,0.001068,0.001852,0.024389,0.004693,0.001829,0.001300,0.001100,0.001908,0.002744,0.106688,0.003270,0.000825,0.030940,0.017557,0.041943,0.160144,0.023406,0.023660,0.336531,0.001480,0.035597,0.962814,0.433943,0.429073,0.357230,0.314504,0.360357,0.276729,0.279526,0.236309,0.212896,0.229099,0.179971,0.162658,0.000773,0.001417,0.016722,0.004422,0.001328,0.001491,0.001007,0.001538,0.002661,0.057552,0.002632,0.000578,0.014288,tremoulo2
0.055455,0.037307,3.169603,0.120172,0.152593,0.530046,0.001571,0.084394,-22.819839,1.496859,-0.025931,0.040949,-0.123608,-0.549126,-0.426217,-0.515235,-0.911475,-0.300969,0.348712,0.428645,-0.031932,0.001482,0.002344,0.003949,0.008287,0.058913,0.034856,0.009516,0.023485,0.053092,0.006714,0.002633,0.001721,0.024848,0.012960,0.016822,0.080573,0.016239,0.019980,0.181284,0.000604,0.027407,0.528465,0.347836,0.235880,0.230967,0.261029,0.213415,0.208427,0.217868,0.255676,0.237091,0.179885,0.222920,0.178753,0.001136,0.001913,0.002821,0.004333,0.030039,0.023266,0.007393,0.013134,0.031758,0.003763,0.001662,0.001141,0.006086,tremoulo2
0.064276,0.023976,3.173895,0.130844,0.156311,0.525690,0.001767,0.084009,-23.850983,1.204856,-0.392288,0.036495,0.181405,-0.954390,-0.185154,-0.685920,-1.069124,0.191172,0.787399,0.099635,-0.054432,0.001330,0.001305,0.001632,0.018910,0.005872,0.050749,0.023421,0.005494,0.024341,0.034239,0.001699,0.000393,0.020107,0.011950,0.012604,0.138321,0.014426,0.018439,0.183921,0.000888,0.033931,0.743718,0.371881,0.289538,0.310943,0.311801,0.251678,0.229441,0.255352,0.230310,0.195867,0.233438,0.157162,0.188917,0.000826,0.001176,0.001381,0.014685,0.004912,0.028566,0.016908,0.003916,0.015910,0.023549,0.001177,0.000341,0.006291,tremoulo2
0.078860,0.039760,3.142495,0.139163,0.158934,0.617632,0.001607,0.112080,-23.045404,0.939701,-0.515557,0.153381,-0.048579,-0.944160,-0.715625,-0.496940,-0.070145,0.520455,0.783485,-0.288841,-0.469710,0.001116,0.001064,0.001809,0.032764,0.001912,0.003822,0.009188,0.005847,0.039515,0.059443,0.003300,0.005029,0.022039,0.030861,0.021361,0.228335,0.019777,0.017543,0.327047,0.000815,0.063969,1.020731,0.453992,0.405088,0.372278,0.261387,0.290750,0.262087,0.209249,0.239434,0.237484,0.208576,0.189595,0.206145,0.001015,0.000877,0.001248,0.019798,0.001923,0.004148,0.006626,0.005304,0.025038,0.036514,0.002302,0.003818,0.007768,tremoulo2
0.063652,0.047906,3.229982,0.127350,0.150253,0.661323,0.001575,0.097246,-22.627723,0.925016,-0.714653,-0.216059,0.092024,-0.379382,-0.823125,-0.591053,-0.542365,0.395872,0.719554,-0.038854,-0.216923,0.000759,0.005737,0.001568,0.001996,0.014505,0.004989,0.041109,0.015903,0.003286,0.067942,0.004600,0.000753,0.023100,0.010007,0.021444,0.105287,0.015780,0.017897,0.219160,0.000606,0.020656,0.804259,0.380444,0.412178,0.288852,0.253840,0.208305,0.256745,0.236848,0.244002,0.208687,0.191944,0.212497,0.190684,0.000615,0.004030,0.001526,0.001054,0.009099,0.004801,0.025238,0.013198,0.002397,0.042436,0.003305,0.000538,0.009116,tremoulo2
0.079206,0.046121,3.178186,0.144078,0.158423,0.724822,0.001690,0.120412,-23.370158,0.835778,-0.766090,0.015615,-0.173538,-1.202453,-0.274392,0.119859,0.363223,0.523814,-0.161762,-0.727570,-0.078500,0.001457,0.015229,0.001002,0.001102,0.001928,0.017515,0.001579,0.001852,0.001606,0.005083,0.056667,0.013248,0.017216,0.022442,0.029397,0.141224,0.021987,0.019855,0.305825,0.000850,0.054420,1.456350,0.502785,0.296273,0.273190,0.248382,0.257302,0.249384,0.176513,0.261477,0.215692,0.193084,0.200999,0.187545,0.001482,0.013365,0.000879,0.000720,0.001278,0.010031,0.001513,0.001433,0.001476,0.003475,0.039406,0.010911,0.009534,tremoulo2
0.076357,0.021757,3.238258,0.133028,0.142553,0.864859,0.001271,0.116418,-24.033850,0.549364,-0.348099,-0.175309,0.185913,-0.899942,-0.890250,0.110844,-0.077820,0.622107,0.518749,-0.167397,-0.189606,0.018558,0.002063,0.001163,0.032061,0.001864,0.002194,0.002519,0.005887,0.034648,0.065861,0.001462,0.000582,0.023260,0.013110,0.010517,0.106629,0.014221,0.014927,0.207477,0.000736,0.013244,0.674680,0.367065,0.280792,0.251330,0.194893,0.250172,0.269983,0.184661,0.214457,0.208008,0.156870,0.194227,0.144387,0.012848,0.001334,0.000681,0.021441,0.001252,0.002258,0.003106,0.003679,0.022806,0.026664,0.001076,0.000437,0.006135,tremoulo2
0.054082,0.048809,3.196017,0.125016,0.160210,0.265555,0.002062,0.062097,-23.126237,1.298850,-1.066461,0.192145,-0.051861,-0.646790,-0.557363,-0.600441,-0.900722,0.026767,0.952980,0.168688,-0.119796,0.002150,0.001015,0.001592,0.061252,0.006805,0.038977,0.013656,0.004703,0.045264,0.032955,0.001265,0.000457,0.026389,0.008069,0.024768,0.116616,0.015307,0.019897,0.079142,0.000939,0.014504,1.064006,0.343544,0.341274,0.232137,0.256900,0.159238,0.207325,0.216794,0.233226,0.187662,0.216014,0.177664,0.175078,0.001629,0.000770,0.001408,0.037111,0.007533,0.024504,0.014294,0.003936,0.023409,0.027079,0.000963,0.000347,0.006880,tremoulo2
0.082758,0.013245,3.185347,0.143619,0.159773,0.602500,0.001860,0.123253,-25.194465,0.717129,-1.067204,0.026680,-0.385465,0.087722,0.545152,-0.429721,-0.787108,-0.105890,0.336778,-0.186184,0.061367,0.000559,0.001113,0.002007,0.052492,0.004216,0.002211,0.002933,0.059098,0.002190,0.002961,0.002797,0.000481,0.026523,0.030061,0.010778,0.156501,0.024380,0.015619,0.349293,0.001261,0.076256,1.268224,0.490003,0.401397,0.298244,0.292555,0.307949,0.352313,0.232371,0.198068,0.274240,0.263506,0.184586,0.231979,0.000384,0.001020,0.002006,0.034817,0.003358,0.001844,0.002087,0.031517,0.002034,0.003281,0.001991,0.000433,0.012256,tremoulo2
0.063378,0.047825,3.173751,0.133474,0.165949,0.329198,0.002602,0.076428,-23.719598,0.686868,-1.288952,-0.056745,-0.051497,0.201409,0.313660,-0.383427,-1.351118,0.318529,0.573534,-0.433602,0.056015,0.000449,0.000598,0.000624,0.001725,0.002717,0.077771,0.003216,0.002037,0.044324,0.002434,0.000705,0.000205,0.026315,0.016798,0.031239,0.148106,0.019490,0.020880,0.255791,0.001308,0.034734,0.983003,0.559699,0.314907,0.278143,0.301295,0.346761,0.285346,0.209961,0.188783,0.198052,0.149173,0.192120,0.131943,0.000349,0.000697,0.000632,0.001233,0.001873,0.030684,0.002937,0.001348,0.043245,0.002023,0.000522,0.000148,0.008859,tremoulo2
0.062669,0.039948,3.221772,0.135641,0.160768,0.510673,0.001471,0.077521,-22.830411,1.218759,-0.734292,0.042156,0.118979,-0.594247,-0.447112,0.412195,-0.190546,-0.585959,-0.658616,-0.344104,-0.064303,0.002505,0.015531,0.006022,0.083361,0.019634,0.006205,0.001813,0.002690,0.001902,0.004516,0.056392,0.000741,0.029183,0.008991,0.021274,0.096089,0.013635,0.015628,0.151274,0.000654,0.026679,0.626593,0.273126,0.258798,0.269580,0.232416,0.264299,0.197432,0.247253,0.242858,0.194255,0.211492,0.180575,0.189017,0.002087,0.011223,0.005304,0.038748,0.015635,0.005505,0.001992,0.001929,0.002431,0.003136,0.035820,0.000593,0.008888,tremoulo2
0.060506,0.047799,3.207050,0.123394,0.162001,0.291835,0.001654,0.076934,-22.837378,1.534322,-0.420687,0.575832,-0.538928,-0.538542,0.017018,-0.382384,-1.023015,-0.193884,0.251329,-0.550514,-0.368640,0.013654,0.045573,0.003939,0.003344,0.008184,0.050999,0.027476,0.011864,0.001397,0.003824,0.001845,0.000462,0.020240,0.017202,0.023914,0.094101,0.020741,0.019036,0.172699,0.000955,0.037609,0.903549,0.362321,0.378007,0.287250,0.324492,0.229407,0.269105,0.201268,0.173768,0.223796,0.200857,0.177165,0.230527,0.009894,0.025872,0.003650,0.002652,0.006923,0.027211,0.023735,0.006464,0.000987,0.003577,0.001499,0.000341,0.006836,tremoulo2
0.044279,0.037273,3.230976,0.113755,0.159209,0.294012,0.001300,0.063834,-22.956414,1.841945,-0.398378,-0.550096,-0.220244,0.028944,-0.541733,-0.426063,-0.460892,-0.398260,-0.506483,-0.133948,0.166051,0.001472,0.006400,0.024270,0.055482,0.006113,0.005559,0.028901,0.027146,0.002455,0.023508,0.002343,0.000655,0.020738,0.010375,0.022723,0.060214,0.019762,0.023792,0.113712,0.000588,0.024702,0.637591,0.456924,0.224653,0.309774,0.193862,0.260289,0.244642,0.165633,0.265263,0.170910,0.233614,0.143655,0.171478,0.000739,0.003376,0.012682,0.016111,0.005301,0.004619,0.015608,0.021934,0.001936,0.012981,0.000887,0.000369,0.004304,tremoulo2
0.040983,0.033366,3.131536,0.112546,0.163115,0.213017,0.002240,0.051915,-24.691397,1.642506,-0.547857,0.183321,-0.040503,-0.634430,-0.471984,-0.626545,-1.023781,-0.005078,0.787585,0.238163,0.065238,0.003487,0.001299,0.001890,0.013768,0.031213,0.072365,0.019141,0.004674,0.021944,0.052288,0.001243,0.000377,0.030256,0.011666,0.023046,0.139785,0.019657,0.022487,0.130680,0.001127,0.019136,1.711282,0.516684,0.359129,0.294547,0.283100,0.167987,0.256791,0.214601,0.166476,0.223273,0.192435,0.221469,0.199786,0.002564,0.001261,0.001774,0.008000,0.025166,0.039962,0.018889,0.003669,0.017407,0.035960,0.000876,0.000312,0.008036,tremoulo2
0.042054,0.025676,3.049390,0.105863,0.151433,0.223284,0.001721,0.062601,-24.359533,1.708052,-0.522082,-0.078623,-0.148024,-0.220397,-0.578877,-0.454937,-0.896649,-0.342044,0.404728,0.061965,0.138278,0.001051,0.001929,0.003113,0.014669,0.086251,0.056679,0.006148,0.004177,0.028344,0.016545,0.002075,0.004423,0.030554,0.010796,0.019498,0.081162,0.013172,0.015372,0.125325,0.000713,0.016727,0.605442,0.312061,0.235887,0.198256,0.168711,0.176995,0.140154,0.127772,0.128562,0.125251,0.118382,0.133086,0.123450,0.000481,0.001098,0.001293,0.006197,0.023669,0.027634,0.003517,0.002237,0.015170,0.015591,0.000698,0.003193,0.005736,tremoulo2
0.060805,0.021392,3.207830,0.124473,0.159515,0.518784,0.001771,0.082109,-24.453108,1.392492,-0.543612,0.015566,-0.323405,-0.761314,-0.770085,0.095082,-0.068356,0.525752,0.495237,-0.366029,-0.275640,0.011919,0.010631,0.001419,0.048205,0.004435,0.003315,0.002794,0.008951,0.049236,0.053821,0.002098,0.001147,0.024469,0.017131,0.014752,0.117572,0.018690,0.019071,0.299453,0.001419,0.027222,1.380054,0.449825,0.436926,0.313153,0.294448,0.298525,0.333729,0.250218,0.216433,0.229020,0.295881,0.276771,0.175140,0.009410,0.009260,0.000879,0.033262,0.004541,0.003651,0.003234,0.006415,0.024518,0.032331,0.001252,0.000942,0.008109,tremoulo2
0.055308,0.031138,3.156194,0.122379,0.158608,0.352805,0.002055,0.064746,-23.610398,1.374161,-0.802896,0.146340,-0.046156,-0.669482,-0.688023,-0.624835,-0.334750,0.656650,0.591192,-0.032279,-0.182182,0.000789,0.001037,0.003223,0.001666,0.002756,0.017378,0.009038,0.038201,0.054330,0.007020,0.051929,0.004660,0.024426,0.014931,0.024723,0.209074,0.016765,0.019729,0.184385,0.001160,0.022462,1.146733,0.456161,0.284997,0.343102,0.238080,0.261440,0.254809,0.228964,0.253882,0.229038,0.213193,0.200759,0.177635,0.000654,0.000710,0.002291,0.001307,0.002577,0.010290,0.011862,0.020471,0.031379,0.004840,0.036944,0.004694,0.006137,tremoulo2
0.072767,0.032420,3.156090,0.135110,0.162059,0.624237,0.001948,0.103331,-23.273249,1.205719,-0.415240,0.018083,-1.123063,-0.561322,-0.020766,0.877687,0.005497,-0.493319,-0.304559,-0.111176,-0.002447,0.037197,0.024140,0.003637,0.058849,0.004386,0.003351,0.002734,0.006584,0.001550,0.005167,0.004454,0.002222,0.020198,0.016968,0.022961,0.106673,0.016716,0.015585,0.229427,0.000792,0.034138,1.061055,0.344188,0.368762,0.272793,0.222975,0.311330,0.246842,0.283636,0.202038,0.234671,0.232185,0.184147,0.188862,0.019723,0.012726,0.002043,0.036854,0.003240,0.004203,0.002693,0.004080,0.001718,0.004472,0.002988,0.001707,0.007806,tremoulo2
0.055106,0.025916,3.155485,0.126218,0.163984,0.412500,0.002270,0.072416,-24.797349,1.208183,-0.632783,0.326106,-0.343592,-1.121332,-0.427527,0.156812,0.378628,0.590889,-0.106903,-0.616109,-0.118979,0.001680,0.012552,0.001304,0.002410,0.002629,0.034331,0.002143,0.003645,0.003241,0.006014,0.095401,0.012719,0.027588,0.011546,0.017994,0.116069,0.011718,0.012040,0.187906,0.000677,0.020720,0.728886,0.280894,0.222494,0.221126,0.140941,0.177527,0.205011,0.156801,0.175229,0.147661,0.144009,0.121857,0.099297,0.000893,0.005314,0.000809,0.000885,0.001655,0.014365,0.002136,0.002456,0.001501,0.003904,0.035648,0.005350,0.008288,tremoulo2
0.059731,0.021091,3.132959,0.124239,0.159444,0.552557,0.002012,0.082968,-24.472556,1.339413,-0.570731,-0.115015,-0.515732,-0.739034,-0.661864,0.129739,0.245866,0.658464,0.225129,-0.681704,-0.228867,0.022093,0.011719,0.001287,0.002562,0.012451,0.002913,0.002649,0.005294,0.004232,0.045792,0.007564,0.002388,0.014750,0.012372,0.014420,0.124482,0.014950,0.017110,0.237150,0.001008,0.022235,1.137306,0.332196,0.395446,0.366020,0.205341,0.245364,0.268378,0.242427,0.224852,0.192334,0.212753,0.201279,0.171770,0.017248,0.008626,0.000840,0.001505,0.008244,0.002405,0.002313,0.004185,0.004244,0.023143,0.006363,0.001857,0.005452,tremoulo2
0.072964,0.029613,3.124183,0.137854,0.165924,0.381953,0.002135,0.088754,-23.577218,1.215986,-0.815002,0.006593,-0.567070,0.135749,0.249988,0.253285,-0.894375,-0.761409,0.651216,-0.080872,-0.105691,0.001429,0.002204,0.003211,0.073443,0.007289,0.006198,0.051170,0.005622,0.001295,0.004130,0.002282,0.000571,0.026857,0.014123,0.019606,0.223772,0.015314,0.015782,0.167954,0.001382,0.029285,1.173079,0.480722,0.391137,0.256516,0.353531,0.401431,0.296060,0.267994,0.222586,0.240970,0.202591,0.191865,0.191688,0.001431,0.002038,0.002431,0.043533,0.004754,0.004628,0.038010,0.003017,0.001120,0.003647,0.002164,0.000615,0.011502,tremoulo2
0.053708,0.035933,3.171580,0.134446,0.162465,0.354297,0.002964,0.068826,-24.291532,0.957540,-1.341815,-0.605402,0.003616,0.381820,0.501738,-0.532686,-1.156221,0.317587,0.538269,-0.283482,-0.153139,0.000668,0.000520,0.000392,0.000975,0.002422,0.095711,0.004026,0.002409,0.070619,0.003559,0.000787,0.000264,0.036089,0.015374,0.023824,0.134199,0.019124,0.017888,0.198204,0.001940,0.030174,0.780791,0.364307,0.302057,0.220843,0.268706,0.262541,0.266033,0.246109,0.236617,0.212524,0.210516,0.167652,0.166705,0.000861,0.000369,0.000309,0.000655,0.002015,0.045143,0.004017,0.002085,0.053478,0.003592,0.000632,0.000195,0.011773,tremoulo2
0.050831,0.042921,3.181723,0.120257,0.159291,0.303313,0.002108,0.055532,-23.162701,1.604235,-0.709922,0.017718,-0.012233,-0.599264,-0.584862,-0.519736,-0.588830,0.286794,0.640887,-0.230276,0.058856,0.003436,0.001459,0.001403,0.003618,0.026374,0.052736,0.024330,0.005318,0.003615,0.043562,0.007497,0.001295,0.021283,0.007301,0.024920,0.119207,0.013120,0.018780,0.082283,0.001024,0.007364,1.185816,0.361457,0.390048,0.333058,0.282835,0.251568,0.220758,0.217366,0.269017,0.209563,0.171837,0.225344,0.206425,0.001645,0.001312,0.001482,0.003136,0.012760,0.025838,0.022330,0.003754,0.002874,0.026903,0.006573,0.001073,0.006376,tremoulo2
0.073747,0.037515,3.153656,0.134107,0.158445,0.537630,0.001751,0.097989,-23.056885,1.063654,-0.412833,-0.011817,-0.781769,-0.789554,-0.037913,0.838612,0.059243,-0.580918,-0.240668,-0.107876,-0.003584,0.034184,0.015893,0.004306,0.071767,0.003541,0.003024,0.002233,0.004324,0.001504,0.004640,0.003931,0.002058,0.022545,0.014348,0.020116,0.161305,0.014624,0.016483,0.187782,0.000767,0.025288,0.928128,0.375896,0.351618,0.279038,0.239719,0.238516,0.260193,0.233485,0.235062,0.237317,0.196923,0.184308,0.182970,0.021038,0.011236,0.002655,0.042784,0.002746,0.003074,0.002578,0.003384,0.002011,0.004524,0.002742,0.001598,0.009825,tremoulo2
0.072334,0.020326,3.186790,0.141181,0.165903,0.468449,0.001894,0.095205,-24.368632,1.176231,-0.800452,-0.084314,-0.293407,0.194467,0.344001,-0.053290,-0.922668,-0.438327,0.767777,-0.159609,-0.222703,0.001238,0.001943,0.002023,0.045705,0.003953,0.006072,0.096301,0.010448,0.001384,0.005694,0.002495,0.000460,0.031743,0.017325,0.015631,0.139719,0.014523,0.014381,0.183514,0.000923,0.042189,1.128838,0.378817,0.359793,0.217266,0.249153,0.321585,0.284014,0.242172,0.217336,0.286757,0.169056,0.156543,0.168207,0.001018,0.001325,0.001630,0.037390,0.002944,0.004287,0.050459,0.006692,0.001098,0.004762,0.001743,0.000391,0.012045,tremoulo2
0.059971,0.022685,3.241361,0.130439,0.161919,0.316282,0.001633,0.061787,-24.139104,1.493189,-1.205154,0.117096,-0.620084,-0.924609,-0.005362,0.361116,0.180490,0.095241,-0.246888,-0.538832,0.089586,0.001318,0.002027,0.011679,0.004355,0.002821,0.033205,0.002525,0.003315,0.001611,0.004876,0.071477,0.010451,0.022636,0.011070,0.013197,0.092518,0.017409,0.017474,0.120360,0.000874,0.016581,0.719709,0.357303,0.279491,0.277687,0.254148,0.270158,0.265757,0.209325,0.242312,0.222737,0.213168,0.157622,0.164764,0.000837,0.001209,0.006993,0.003148,0.001942,0.021419,0.002308,0.003133,0.001705,0.003802,0.042935,0.010147,0.010229,tremoulo2
0.048603,0.027988,3.162162,0.122798,0.164766,0.272835,0.002155,0.057850,-24.182058,1.907749,-0.577394,0.179201,-0.213777,-0.480327,-0.623406,-0.507908,-0.689777,-0.219129,0.449025,0.141717,0.035882,0.001040,0.001879,0.003548,0.035165,0.060260,0.053000,0.013871,0.006363,0.026877,0.027619,0.002402,0.005443,0.025991,0.011091,0.016153,0.108368,0.015400,0.017511,0.122711,0.000954,0.013696,0.797197,0.312317,0.232154,0.223027,0.235817,0.199876,0.193352,0.212031,0.205801,0.171012,0.205337,0.199791,0.194529,0.000664,0.001274,0.002487,0.019568,0.029299,0.027342,0.007520,0.004823,0.017154,0.020475,0.001242,0.005018,0.006028,tremoulo2
0.059833,0.055535,3.170324,0.133171,0.163348,0.311140,0.001930,0.059164,-23.342849,1.241691,-0.921825,0.316179,-0.379648,-1.196481,-0.342831,0.013978,0.529316,0.556757,-0.077760,-0.677986,-0.085539,0.001994,0.015203,0.000961,0.001716,0.002390,0.023316,0.002537,0.003104,0.002456,0.004796,0.109286,0.010846,0.031961,0.008733,0.032461,0.150695,0.015238,0.015576,0.110933,0.000797,0.012654,1.002216,0.402468,0.369114,0.309952,0.327292,0.246806,0.267441,0.257761,0.210341,0.219962,0.172487,0.172928,0.145973,0.002333,0.015857,0.001164,0.002109,0.002680,0.013897,0.002875,0.003217,0.002929,0.004170,0.061777,0.009245,0.014576,tremoulo2
